                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 1.7472,                 2.1642,                 1.8497,                0.65644,                0.46611,                0.56058,                0.25408,                 1.9794,                 1.9103,                 2.2729,              0.0071686,              0.0071686,              0.0071686
                    146,                 1.6669,                 2.1181,                 1.7795,                0.65118,                0.60976,                0.64116,                0.28155,                 1.9346,                 1.9455,                 2.2071,              0.0071488,              0.0071488,              0.0071488
                    147,                 1.6923,                 2.2844,                 1.8883,                0.65144,                0.60976,                0.61029,                0.30174,                 1.8909,                 2.0104,                 2.3099,               0.007129,               0.007129,               0.007129
                    148,                 1.5968,                 1.9747,                 1.7591,                 0.6895,                0.65008,                 0.6684,                0.28684,                 1.8716,                 2.2196,                 2.1349,              0.0071092,              0.0071092,              0.0071092
                    149,                 1.6681,                 2.0189,                 1.7651,                0.82327,                0.60976,                0.66847,                0.31159,                 1.9712,                   1.93,                 2.2226,              0.0070894,              0.0070894,              0.0070894
                    150,                 1.7217,                 2.2115,                 1.8199,                0.54008,                0.60159,                0.60078,                0.28708,                 1.7722,                  2.145,                 2.1823,              0.0070696,              0.0070696,              0.0070696
                    151,                 1.8156,                 2.3657,                 1.9365,                0.72515,                0.58537,                 0.6112,                0.28302,                 1.8349,                 1.9629,                 2.2095,              0.0070498,              0.0070498,              0.0070498
                    152,                 1.6906,                 2.2289,                 1.8718,                0.77472,                0.68293,                0.67529,                0.30819,                 1.8057,                  1.899,                 2.1871,                0.00703,                0.00703,                0.00703
                    153,                 1.7131,                  2.164,                 1.8554,                0.56921,                0.61237,                0.60975,                0.29252,                 1.8472,                 1.9887,                 2.1563,              0.0070102,              0.0070102,              0.0070102
                    154,                  1.699,                 2.0291,                 1.8765,                0.74979,                0.63415,                0.67518,                0.31636,                 1.8314,                 1.9402,                 2.1125,              0.0069904,              0.0069904,              0.0069904
                    155,                 1.5805,                 1.9825,                 1.7585,                0.81645,                0.63415,                0.69037,                0.33755,                  1.738,                 1.7206,                  2.083,              0.0069706,              0.0069706,              0.0069706
                    156,                 1.6352,                 2.1032,                 1.7472,                0.73207,                0.59995,                0.64608,                0.32488,                 1.7924,                 1.7873,                 2.1181,              0.0069508,              0.0069508,              0.0069508
                    157,                 1.7048,                 2.2387,                 1.8477,                0.92453,                0.53659,                0.68003,                0.29871,                 1.7524,                 1.8687,                  2.081,               0.006931,               0.006931,               0.006931
                    158,                 1.7432,                 2.2612,                 1.8266,                0.82802,                0.56098,                0.68971,                0.31054,                 1.7284,                 1.8796,                 2.0156,              0.0069112,              0.0069112,              0.0069112
                    159,                 1.6569,                  2.134,                 1.7284,                0.83908,                0.50882,                0.60538,                0.29515,                 1.8703,                 1.7848,                 2.1345,              0.0068914,              0.0068914,              0.0068914
                    160,                 1.7335,                 2.2299,                 1.8413,                0.60672,                 0.5122,                0.57702,                0.28886,                 1.7728,                 2.0431,                 2.0493,              0.0068716,              0.0068716,              0.0068716
                    161,                 1.6462,                 2.1404,                 1.7707,                 0.7104,                0.60976,                0.66578,                0.29961,                 1.8038,                 1.9576,                 2.1492,              0.0068518,              0.0068518,              0.0068518
                    162,                 1.5613,                 2.0731,                 1.7376,                0.58054,                0.60976,                0.56744,                0.29984,                 1.7706,                 1.9502,                 2.2014,               0.006832,               0.006832,               0.006832
                    163,                 1.6762,                 1.9942,                  1.762,                0.65629,                0.65854,                0.64385,                0.29634,                 1.7943,                  1.869,                 2.2149,              0.0068122,              0.0068122,              0.0068122
                    164,                 1.5896,                 1.9788,                 1.7125,                0.62032,                0.63766,                0.61682,                0.30814,                 1.7198,                 1.9369,                 2.1162,              0.0067924,              0.0067924,              0.0067924
                    165,                 1.5407,                 1.9464,                 1.6715,                0.90502,                0.69742,                0.74703,                0.37244,                 1.6556,                 1.7614,                 2.0054,              0.0067726,              0.0067726,              0.0067726
                    166,                 1.5665,                 1.9235,                 1.7212,                0.84325,                0.65614,                0.69289,                0.34382,                 1.7977,                 1.7609,                  2.128,              0.0067528,              0.0067528,              0.0067528
                    167,                 1.6385,                 2.0315,                 1.7619,                0.77382,                0.63415,                0.68491,                0.30079,                 1.8778,                 1.9045,                 2.1405,               0.006733,               0.006733,               0.006733
                    168,                 1.5694,                 2.0093,                 1.7228,                0.77666,                0.65854,                 0.6727,                0.32491,                 1.7704,                  1.805,                 2.1239,              0.0067132,              0.0067132,              0.0067132
                    169,                 1.5395,                 1.8784,                 1.6686,                0.76121,                0.65854,                0.66217,                0.32748,                 1.8938,                 1.7561,                 2.2045,              0.0066934,              0.0066934,              0.0066934
                    170,                 1.5767,                 1.9523,                 1.6836,                0.80442,                0.60207,                0.68473,                0.32726,                 1.9179,                 1.9896,                 2.1738,              0.0066736,              0.0066736,              0.0066736
                    171,                 1.5642,                 1.8809,                 1.6844,                0.64729,                0.60976,                0.65709,                0.30966,                 1.6797,                 1.9484,                  2.056,              0.0066538,              0.0066538,              0.0066538
                    172,                 1.4703,                  1.875,                 1.7145,                0.66808,                0.58919,                 0.6274,                0.28705,                 1.7869,                 1.9464,                 2.1057,               0.006634,               0.006634,               0.006634
                    173,                 1.6318,                 2.0017,                 1.7596,                0.64202,                0.65854,                 0.6411,                0.31995,                 1.8335,                 1.8793,                 2.1479,              0.0066142,              0.0066142,              0.0066142
                    174,                 1.4952,                 1.8783,                 1.5814,                0.64769,                0.62788,                0.63786,                0.31061,                 1.8553,                 1.8411,                 2.2052,              0.0065944,              0.0065944,              0.0065944
                    175,                 1.6975,                 2.0212,                 1.8044,                  0.746,                0.58537,                0.65561,                0.30934,                 1.9049,                 2.0268,                 2.2156,              0.0065746,              0.0065746,              0.0065746
                    176,                 1.5789,                 1.8787,                 1.7213,                 0.8297,                0.59433,                0.69947,                0.34123,                 1.8225,                 1.9205,                 2.1514,              0.0065548,              0.0065548,              0.0065548
                    177,                 1.6021,                 2.0273,                 1.7401,                0.83956,                0.68293,                0.68012,                0.29792,                 1.8273,                 1.8679,                 2.0949,               0.006535,               0.006535,               0.006535
                    178,                 1.6155,                 1.9698,                 1.7165,                0.77837,                0.56098,                0.65201,                0.29415,                 2.0293,                 1.9571,                 2.2566,              0.0065152,              0.0065152,              0.0065152
                    179,                 1.4895,                 1.7215,                  1.648,                0.68652,                0.69454,                0.63823,                0.31589,                 1.8203,                 1.8161,                 2.1243,              0.0064954,              0.0064954,              0.0064954
                    180,                 1.4638,                 1.8291,                 1.5804,                0.86125,                0.65854,                0.70413,                0.31686,                 1.7716,                 1.8369,                 2.1026,              0.0064756,              0.0064756,              0.0064756
                    181,                 1.5382,                 1.9147,                 1.6662,                0.79831,                0.73171,                0.72054,                0.34467,                 1.8197,                 1.7315,                  2.137,              0.0064558,              0.0064558,              0.0064558
                    182,                 1.4956,                 1.7811,                 1.6583,                0.76782,                0.73171,                0.72406,                0.33604,                 1.7511,                 1.7291,                 2.1282,               0.006436,               0.006436,               0.006436
                    183,                 1.5837,                 1.9692,                 1.6654,                0.69331,                0.71693,                0.68057,                0.36686,                 1.6689,                 1.7663,                 2.0484,              0.0064162,              0.0064162,              0.0064162
                    184,                  1.534,                 1.8105,                  1.658,                0.69261,                0.71455,                0.70861,                0.32759,                 1.8318,                 1.9373,                 2.1943,              0.0063964,              0.0063964,              0.0063964
                    185,                 1.5661,                 2.0187,                 1.6318,                0.76242,                0.65854,                0.67862,                 0.3238,                 1.7926,                 1.6832,                 2.1288,              0.0063766,              0.0063766,              0.0063766
                    186,                 1.4108,                 1.7542,                 1.6156,                 0.7524,                0.66719,                0.70392,                0.34396,                  1.716,                 1.8157,                 2.0747,              0.0063568,              0.0063568,              0.0063568
                    187,                 1.5574,                  1.951,                 1.7063,                0.82498,                0.73171,                0.71896,                 0.3576,                 1.7485,                 1.7605,                 2.0929,               0.006337,               0.006337,               0.006337
                    188,                 1.4065,                 1.6342,                 1.6202,                0.74335,                0.73171,                0.71383,                0.34446,                 1.7028,                 1.7717,                  2.049,              0.0063172,              0.0063172,              0.0063172
                    189,                 1.5493,                 1.7915,                 1.7142,                0.79113,                0.73921,                0.71973,                0.32386,                 1.6982,                 1.7864,                 2.0782,              0.0062974,              0.0062974,              0.0062974
                    190,                 1.5162,                  1.808,                 1.6777,                0.85753,                0.58726,                0.69615,                0.34186,                 1.7042,                 1.8009,                 2.0471,              0.0062776,              0.0062776,              0.0062776
                    191,                 1.5106,                 1.9739,                 1.6452,                0.84744,                 0.7561,                0.74256,                0.35872,                  1.643,                 1.8788,                 1.9413,              0.0062578,              0.0062578,              0.0062578
                    192,                 1.5733,                 1.9013,                 1.6838,                0.82773,                0.65854,                0.69361,                 0.3253,                 1.7127,                 1.8157,                 1.9912,               0.006238,               0.006238,               0.006238
                    193,                 1.4612,                 1.7547,                 1.6587,                0.83273,                0.65854,                0.65285,                0.32059,                  1.722,                 1.7137,                  2.053,              0.0062182,              0.0062182,              0.0062182
                    194,                 1.3789,                 1.6542,                 1.6064,                 0.7678,                0.63415,                0.65586,                0.32472,                 1.7598,                 1.8516,                 2.1023,              0.0061984,              0.0061984,              0.0061984
                    195,                 1.4568,                 1.6912,                  1.623,                0.76866,                0.64848,                0.67063,                0.33287,                 1.7013,                 1.7415,                 2.0534,              0.0061786,              0.0061786,              0.0061786
                    196,                 1.4613,                 1.8559,                 1.6087,                0.84596,                0.58537,                0.67734,                0.32968,                 1.7914,                 1.6271,                 2.1176,              0.0061588,              0.0061588,              0.0061588
                    197,                  1.282,                  1.614,                  1.442,                0.74621,                0.63415,                 0.6708,                0.32711,                 1.7789,                 1.8087,                 2.1371,               0.006139,               0.006139,               0.006139
                    198,                 1.4114,                 1.7134,                 1.5799,                 0.7995,                0.68293,                0.65501,                0.30426,                 1.7159,                 1.9401,                  2.096,              0.0061192,              0.0061192,              0.0061192
                    199,                 1.4627,                 1.6966,                 1.6187,                0.84703,                0.73171,                0.72463,                0.33505,                 1.7487,                 1.6031,                  2.079,              0.0060994,              0.0060994,              0.0060994
                    200,                 1.3613,                 1.5588,                   1.54,                0.79643,                0.68293,                0.65965,                0.32358,                 1.7639,                 1.5901,                  2.108,              0.0060796,              0.0060796,              0.0060796
                    201,                 1.3381,                 1.6953,                 1.5233,                0.83666,                0.62484,                0.64247,                0.32172,                 1.8448,                 1.7136,                   2.19,              0.0060598,              0.0060598,              0.0060598
                    202,                 1.3688,                 1.7002,                   1.52,                0.79785,                0.68293,                0.69861,                0.35748,                 1.6762,                 1.6104,                 2.0403,                0.00604,                0.00604,                0.00604
                    203,                 1.2992,                 1.5894,                 1.4744,                  0.792,                0.70732,                0.75789,                0.31335,                 1.7187,                 1.6444,                 2.0905,              0.0060202,              0.0060202,              0.0060202
                    204,                 1.3301,                 1.4734,                 1.5288,                 0.8782,                0.65854,                   0.73,                0.35322,                 1.6661,                 1.6677,                 2.0304,              0.0060004,              0.0060004,              0.0060004
                    205,                 1.4101,                 1.7269,                 1.5241,                      1,                 0.6317,                0.74336,                0.35584,                 1.8056,                 1.7859,                 2.0971,              0.0059806,              0.0059806,              0.0059806
                    206,                 1.3819,                 1.6141,                 1.5142,                0.77625,                0.63415,                0.70653,                0.31209,                 1.7187,                 1.7387,                  2.023,              0.0059608,              0.0059608,              0.0059608
                    207,                 1.3645,                  1.608,                 1.5414,                0.82394,                0.68493,                0.73379,                0.36717,                 1.7614,                 1.6535,                 2.0409,               0.005941,               0.005941,               0.005941
                    208,                 1.3705,                 1.5465,                 1.5103,                0.90578,                0.70352,                0.76219,                 0.3262,                 1.7746,                 1.5948,                 2.0686,              0.0059212,              0.0059212,              0.0059212
                    209,                 1.3411,                 1.7175,                 1.5003,                0.88587,                0.70732,                0.76014,                0.32503,                 1.7536,                 1.5879,                 2.0689,              0.0059014,              0.0059014,              0.0059014
                    210,                 1.3429,                  1.683,                  1.489,                0.87778,                0.63415,                0.68555,                0.32811,                 1.7939,                 1.6055,                 2.0492,              0.0058816,              0.0058816,              0.0058816
                    211,                 1.4403,                 1.6751,                 1.6219,                0.81137,                0.68293,                0.70313,                0.30813,                 1.8336,                 1.7358,                 2.1936,              0.0058618,              0.0058618,              0.0058618
                    212,                 1.3185,                 1.6574,                 1.4933,                 0.7682,                0.68293,                0.69623,                0.33096,                 1.7866,                 1.6728,                 2.1349,               0.005842,               0.005842,               0.005842
                    213,                 1.4545,                 1.8078,                 1.5947,                0.86197,                0.63415,                0.72548,                0.36274,                 1.7527,                 1.8023,                 2.1253,              0.0058222,              0.0058222,              0.0058222
                    214,                 1.4503,                 1.7297,                 1.5633,                0.85704,                0.63415,                0.67569,                0.31633,                 1.7879,                 1.7048,                 2.1212,              0.0058024,              0.0058024,              0.0058024
                    215,                 1.3323,                 1.6363,                 1.4827,                0.72563,                0.68293,                0.66865,                0.31011,                 1.8992,                 1.6603,                 2.2141,              0.0057826,              0.0057826,              0.0057826
